nr_isbn13,nr_egzemplarza,tytul,nr_edycji,autor,rok_wydania,czy_dostepne_online,liczba_stron,id_kategorii,id_filii
978-1-148-09363-5,2,Kierunek granica on lina zwyczaj,1,Ernest Andreasik,1990,True,146,6,7
978-1-937157-61-6,2,Mur publiczny listopad administracyjny Austria,5,pani Inga Płócienniczak,2001,False,502,30,8
978-0-311-87109-4,2,Sierpień pojedynczy pogląd wyścig gospodarka,1,pani Marianna Derek,2000,False,933,13,1
978-1-5174-9239-7,3,Olej pieniądze wilk podatek los,,Kornel Chachaj,2012,False,263,12,8
978-1-904918-67-7,3,Chronić uciekać potrzebny szkoła zegar,,Dagmara Wałek,1963,False,312,7,8
978-1-123-19313-8,2,Kolor pięćdziesiąt naukowiec,1,Liwia Kłosiewicz,1984,True,914,15,5
978-1-57460-275-3,1,Spotkanie wykonywać społeczeństwo słońce,2,Tobiasz Radziewicz,2025,False,,31,5
978-0-19-848532-2,3,Bez obserwować substancja,2,pan Igor Grabara,2001,False,963,24,10
978-0-85886-748-2,3,Rzym wybitny kolega,2,Klara Dywan,1986,False,871,30,5
978-0-233-79133-3,1,Sztuczny początek określać wiara ludność cmentarz,1,pani Ida Żok,1997,False,496,49,9
978-1-4131-6453-4,3,Siedemdziesiąt sos naród czekolada śmiać się relacja europejski usuwać typowy jakość,2,Jędrzej Tyma,1980,True,265,29,5
978-1-68014-146-7,2,7 przyjechać młody wzgórze pewny chcieć obywatel więc pisanie,1,pani Anastazja Guściora,1967,True,612,15,7
978-0-514-41420-3,3,Szklanka wiara pojechać długo stanowić cień ktoś,4,Marika Gwizdek,2011,True,,27,10
978-0-406-01528-0,3,Wysyłać republika,2,Kalina Komperda,2001,True,461,12,9
978-0-381-14757-0,3,Słodki rysunek czy,3,pani Kaja Sojda,1952,False,319,31,3
978-0-924071-56-0,1,Wschodni wola żeński traktować ryzyko,5,pani Dorota Bakiera,1957,False,796,5,5
978-0-9603460-2-8,1,Okręt narodowy muzyka Szwecja sąsiad,4,Anastazja Nóżka,1956,True,650,18,1
978-1-58954-224-2,3,Szybko,,Ada Połetek,1953,True,195,46,3
978-0-8404-8800-8,1,Dach deszcz zmiana rolnik mieć na imię nie,,Szymon Ciećko,1953,False,280,29,7
978-0-16-008549-9,2,Seks tamten słaby chrześcijaństwo nauczycielka region wieczorem mierzyć zwycięstwo,,pan Olgierd Nasiadka,1975,True,451,18,1
978-1-57996-096-4,2,Piwo zobaczyć okrągły kościelny mocny wyścig grzech,4,Nicole Burzec,1960,False,679,6,7
978-0-676-01580-5,1,Tytuł pływać modlitwa odkryć wykonywać dolina srebro,1,Anastazja Orkisz,1987,True,247,7,3
978-0-7080-8165-5,1,Przemysł Anglia,2,pani Gaja Szyba,2008,True,813,7,5
978-1-7376100-5-2,1,Uderzenie papier zdanie określać figura,,Elżbieta Piszcz,1981,True,239,41,7
978-1-5064-3927-3,1,Dwa pytanie wilk idea bar naród,,Karina Skowyra,2019,False,101,16,4
978-0-905351-59-9,3,Związany obowiązywać wysoki 60,5,Adrianna Mejer,1973,True,733,13,10
978-0-11-169765-8,2,Ptak łyżka skutek na zewnątrz,2,Aleks Moryc,1976,False,595,27,2
978-0-594-50936-3,2,Wybrać wprowadzać,3,Anna Maria Kafel,2000,False,488,11,10
978-1-211-32308-9,2,Ciąża dodatkowy Anglia ciotka wskazywać bez milion dziwny Unia Europejska,4,Olga Nawrotek,1998,False,213,7,1
978-0-634-34339-1,2,Zdrowie igła mieć ciasto gorączka profesor,3,Marianna Stojak,1989,True,180,3,10
978-1-01-332485-7,2,Ptak szyja wcześnie,1,Julian Słoka,1995,True,,44,6
978-0-682-99619-8,2,Przygotować zacząć kontakt pytanie zawierać dodatek Chiny chrześcijaństwo,,pan Jacek Więckiewicz,1990,True,715,19,5
978-0-344-09727-0,3,Podział zabawa piątek,4,Alan Jaremek,2015,True,530,11,1
978-1-884771-18-7,1,Procent wpaść moc telewizja,1,Franciszek Drewniok,2008,True,540,29,5
978-1-376-63247-7,1,Podróżować język policzek lustro,,Alex Pszczółka,1984,False,697,24,7
978-1-67665-968-6,3,Gość los kula przedstawiać,,pan Natan Sadłocha,2025,True,263,13,4
978-0-87064-149-7,3,Lud zachowywać się wreszcie zero,2,pani Lidia Bielat,2013,True,,31,1
978-1-70552-820-4,3,Zakończyć umieszczać wstyd pisać ludowy,3,Monika Zapaśnik,2000,False,532,45,4
978-0-335-75805-0,1,Ciekawy wygląd koszula żaba zespół krzesło szczyt toponim lód,1,Gabriel Jeske,1981,False,400,7,5
978-0-401-72755-3,2,Waga połączyć uczeń Morze Śródziemne suchy,4,Bruno Świerad,1959,True,164,38,2
978-1-4506-3555-4,2,Powoli czyli znajdować pełny moment Dania władza,1,pani Ewa Bas,2004,True,910,27,2
978-0-19-975187-7,2,Utwór pióro nazywać,,Piotr Dywan,2003,False,555,5,8
978-1-78307-895-0,1,Zgodny pić wieś ręka rosyjski jeść koszt,5,Michał Piejko,2021,True,951,20,8
978-1-318-09397-7,3,Inny zwrot wątpliwość babcia,3,Melania Koral,1998,True,667,20,4
978-1-157-01023-4,2,W Formie alfabet cześć odbywać się telewizyjny,,pani Krystyna Szlęk,1953,True,347,22,2
978-1-04-704810-1,2,Traktować my słuchać pole powieść,5,Dominik Futyma,1968,False,748,2,5
978-0-04-519153-6,2,Mysz próba błąd opłata uważać,4,Ksawery Gleba,1994,False,465,26,5
978-0-233-12969-3,2,Butelka ochrona dziesięć,3,Ewelina Leśny,2012,True,874,7,1
978-0-468-64164-9,1,Granica zdolny herbata silny składać promień muzeum,5,pani Aniela Gortat,1999,False,488,18,2
978-0-9854184-6-5,1,Miękki ten urzędnik robotnik proces wierny,2,Maks Zięciak,1968,False,767,36,9
978-0-631-43398-9,2,Studia chociaż,,Cezary Gabryszak,2001,True,219,8,2
978-1-00-112757-6,3,Telefon uwaga dziecięcy kilometr,3,Aniela Trojanek,2005,False,513,14,3
978-0-631-85964-2,2,Siła pan dział ksiądz pięć według ciotka słowo abugida Pan,,pan Wojciech Głowienka,2023,False,581,22,1
978-0-232-86630-8,3,Informacja okoliczność szósty twarz łączyć kończyć,2,Sebastian Szłapka,1992,False,947,29,10
978-0-06-990887-5,3,Wspomnienie okres Szwajcaria,3,Anastazja Letkiewicz,1990,False,277,1,9
978-0-364-81774-2,2,Św,4,Patryk Przekop,1969,True,255,3,1
978-1-4319-9089-4,2,Bez piętro produkować narząd bar,,Paweł Tabak,2014,True,597,8,7
978-0-336-29925-5,3,Zapalenie jakiś gdzie wynosić wynik,1,Inga Kloska,2015,True,144,9,3
978-1-263-53497-6,1,Układ muzyk pająk obywatelka,5,Kacper Krzysztofek,1983,True,875,25,3
978-1-950094-91-2,2,Ofiara jedynie słońce klucz swój,,Sonia Kręgiel,1971,False,870,49,1
978-0-85229-725-4,1,Na ćwiczenie koszt,4,Apolonia Kolek,1959,False,594,30,1
978-0-486-81154-3,1,Pochodzić radiowy 3,2,pani Marianna Smolka,2001,False,676,27,7
978-1-4621-7876-6,1,Taki ocean handel urodzenie bank odpowiedni (…) 7 wywoływać bogactwo,4,Malwina Biesaga,2011,False,591,22,6
978-0-09-753946-1,3,Wtorek kwestia statek dalej pracować samiec,4,Cyprian Fiołek,1959,True,182,50,7
978-1-4159-8425-3,1,Pieniądze zapach szybko ludowy,,Krzysztof Dela,1951,False,615,23,1
978-1-55341-595-4,2,Śmiech wniosek pozbawić ucho kwestia obcy koza,1,Piotr Siejak,2014,False,605,17,9
978-1-57542-683-9,3,Nagły zaczynać kaczka umrzeć,5,Sonia Pakosz,1966,True,985,3,3
978-1-4001-0050-7,3,Czapka mecz otrzymywać,,Franciszek Szymajda,2014,True,136,9,3
978-0-621-02148-6,1,Obszar wyraz prasa średniowieczny wolny,5,Roksana Uss,1954,False,957,14,7
978-1-08-780232-9,1,Klient utwór masa,1,Róża Makles,1984,True,384,49,1
978-0-563-03414-8,3,Sukces zdjęcie bar,,Damian Paleń,1956,True,903,50,3
978-1-5244-6414-1,2,Alkohol krzyż ciemność powstać grecki anioł,3,Roksana Gal,2020,True,325,19,3
978-0-679-10038-6,1,Dopiero długość wyrażenie natychmiast robotnik,,pan Natan Oleksak,1969,False,,42,8
978-1-4384-6643-9,3,Właśnie aby obchodzić zaburzenie miecz,5,pani Klara Bryczek,1960,False,313,40,10
978-0-472-88496-4,2,Bieg jeść drogi kończyć półwysep w formie zero jajo,,Witold Rutowicz,1978,False,825,26,2
978-1-218-21419-9,1,Biały zanim park trudny szkolny rosnąć kierowca przemysł,4,Bianka Fraś,2004,False,209,26,10
978-1-65678-677-7,2,Położony itp piasek królestwo coś czynić,,pani Urszula Prokopczuk,1970,False,126,3,10
978-1-85982-369-9,1,Skutek sukienka profesor kolej północ bliski kraina port reakcja,,Antoni Pysz,1964,False,924,29,3
978-0-497-66653-8,3,Pokryć świadczyć również system szlachetny,2,Tymon Ficner,2006,False,346,3,10
978-0-556-67868-7,2,Dwadzieścia marzec między pasek miasto pogląd włosy,,Natan Brózda,2000,False,968,31,2
978-0-276-67894-3,1,Energia 90 port,3,Nataniel Chadaj,1993,True,812,32,8
978-0-689-62050-8,1,Kontynent podać krzyż noc zaczynać,3,Tola Czajor,2020,False,842,21,9
978-1-55450-635-4,2,Gruby duży produkt większość miłość szeroki,,Franciszek Sobstyl,2000,False,786,2,7
978-0-289-81437-6,2,Wiedzieć wrogość ogromny zatoka opowiadać,4,pani Malwina Jeka,1970,False,230,2,7
978-1-60808-811-9,2,Przeciwko cel dodawać otaczać,3,Kornelia Becker,2008,False,225,39,1
978-1-75726-874-5,2,Muzyka jajo rozmowa ukraiński,2,Marcel Hutnik,1951,False,598,12,10
978-1-351-39109-2,3,Pić deszcz lekcja tak,1,pani Marcelina Skiepko,1974,True,820,33,1
978-1-318-73707-9,3,Wycieczka właściciel,1,pani Nela Fras,2012,True,656,24,1
978-1-4657-8772-9,1,Szkolny należeć wysiłek,1,Eliza Kurzaj,2020,True,380,2,3
978-1-00-583720-4,1,Pojechać tani Niemiec lekki,5,Agnieszka Skrobek,1991,True,795,45,3
978-0-478-51968-6,1,Bez babcia pamięć Unia Europejska miły przyczyna my stać armia,1,Karina Osipowicz,2012,True,875,4,8
978-0-528-02974-5,2,Godzina siedemdziesiąt sport,5,pani Janina Wołos,1952,False,880,5,9
978-0-608-62290-3,3,Płaszcz ogień krzew sobie,,Stanisław Rzeźniczek,1985,False,989,48,9
978-1-5057-9896-8,3,Dolny jedynie adres,,Józef Szymała,1999,False,933,25,7
978-0-408-50457-7,3,Pierś,,Maksymilian Zapora,1977,False,894,17,2
978-0-206-19210-5,3,Tutaj wspomnienie tarcza,1,Bianka Raszkiewicz,1963,True,155,48,3
978-1-80735-271-4,3,Ze ssak grzyb firma szkoła sprawiać kąt,3,Konrad Kopczyk,1995,True,647,27,1
978-0-7569-9186-9,3,Około wybitny jedynie pomoc złożyć pogląd Słowacja doprowadzić żart,1,Nikodem Szłapa,1989,False,505,37,6
978-1-129-98874-5,3,Babka tytoń bank lis,2,pan Marek Kolarczyk,1978,True,840,7,8
978-0-620-59200-0,2,Ozdoba waluta brak,2,Ada Bogusiewicz,2004,True,296,25,10
978-1-66202-658-4,1,Wtorek bogini przyjmować księga,5,pan Tadeusz Herdzik,1975,True,728,13,9
978-0-03-821217-0,1,Pole pamiętać Indie przeciw,1,Anita Leszkiewicz,1995,False,987,33,8
978-1-62134-958-7,3,Jeśli zapis katolicki pierwszy,2,pani Melania Dębniak,2012,False,484,29,5
978-0-582-39188-8,1,But kosz przybyć grób,5,Lidia Olas,1963,True,455,19,6
978-0-420-32492-4,2,Amharski dziać się poprzedni posiadać poprzez bać się rozmowa,4,Jerzy Wielgos,1953,False,500,15,2
978-0-661-85111-1,2,Nauka motyl nagle osioł lecieć,,Janina Łuc,2005,False,,23,4
978-0-7981-2885-8,3,Pozwalać pewien ciepły aż woda,1,Krystyna Szwiec,1983,True,905,43,7
978-1-03-690267-4,2,Postępować kierunek stać zaufanie,3,pani Kaja Niedojadło,1958,False,405,5,6
978-1-58999-784-4,3,Rysunek artystyczny wracać zanim Czechy występować pomarańczowy policjant anioł martwy,1,Marcelina Krzempek,1961,True,596,29,3
978-0-636-61597-7,2,Liczny sobota zero dany za pomocą tradycja wreszcie wiedzieć,,Ryszard Breguła,1966,True,528,41,10
978-1-9762-4855-9,2,Plaża bohater dzielnica,4,Jacek Pastuszek,1981,False,258,44,6
978-0-7295-0364-8,3,Chrześcijański literatura żona właściwy,,pani Justyna Guzdek,1960,True,563,3,7
978-0-88444-950-8,1,Raz po prostu,3,Konrad Prokopczyk,2011,False,603,40,5
978-0-9513472-7-0,3,Spodnie pochodzenie średni chemiczny ukraiński,,pani Karina Moździerz,2013,False,547,28,2
978-0-233-83898-4,3,Niezwykły flaga ofiara przemysł warstwa odzież parlament rzucić,3,Adrian Knapek,1980,False,,42,7
978-0-87218-377-3,3,Zapalenie podnosić,4,Jan Ogłaza,2013,False,726,17,6
978-0-270-63496-9,3,Kawa sądzić ogień,3,Tomasz Rysz,1960,True,978,28,7
978-0-427-11511-2,2,Gdzieś ile ci czasem srebrny koza mało,5,Monika Karaśkiewicz,2000,False,258,16,9
978-0-9664534-1-6,2,Gleba majątek naczynie wóz właściciel centralny ziarno zając czwarty litera,5,pani Lidia Frost,2018,True,430,36,4
978-1-238-86507-4,3,Litwa,2,Daniel Foit,1974,True,349,34,3
978-0-332-70063-2,2,Jądro przypominać wy poprzez styl budowla,4,Sara Dycha,2005,True,,43,2
978-0-280-56667-0,1,Pieśń szczęśliwy zupa kobiecy,1,pan Fryderyk Wojtalik,1991,True,884,4,6
978-0-614-58276-5,2,Uzyskać określenie przeszkoda,4,Bartek Sankiewicz,1963,True,745,8,5
978-0-661-29532-8,2,Wujek średni,,Wiktor Pochroń,2016,False,254,28,2
978-1-4434-2357-1,2,Historia patrzeć system owoc,3,pani Roksana Sommerfeld,1987,True,493,26,1
978-1-00-163951-2,3,(…) operacja dzień japoński policzek dostęp biały,2,Anna Maria Tutka,1998,False,416,18,7
978-0-661-78287-3,3,Poziom telefon wiedzieć łatwy południowy nastrój żeby oraz czeski banknot,5,Bartek Balcewicz,2022,True,540,28,1
978-0-18-449373-7,1,Żyć powiat Dania,1,Ewa Dulas,1961,True,769,28,9
978-0-7692-7450-8,2,Alkohol przeciwny 30 utrzymywać luty teren róża rzucać,,pani Julita Dziechciarz,1950,False,465,25,2
978-1-68407-108-1,3,Rada mierzyć rolnik brak bóg gotowy,3,pan Bruno Ciastek,1972,True,262,19,5
978-1-4787-0931-2,2,Próba gra otrzymywać robić handel sieć myśl forma dzisiaj róg kłaść,2,Dawid Bąkiewicz,1969,False,421,29,9
978-1-69369-200-0,3,Białoruś kostka wokół,1,Przemysław Suchenek,2004,False,294,32,1
978-1-00-926243-9,3,Wszystek głos szkło,,Ewelina Politowicz,1986,False,894,1,9
978-0-13-558790-4,1,Dział wysłać,3,pan Kamil Otremba,1953,False,424,14,7
978-0-7635-1517-1,1,Ciągnąć zjeść chociaż przed zaburzenie przychodzić prezydent ozdoba oddawać,5,Inga Karpik,1996,True,,21,5
978-0-476-97217-9,1,Narodowy prasa Japonia uciec,5,Marcel Kral,2003,False,190,40,8
978-1-107-57817-3,2,Drobny ponieważ łatwy,2,pani Julianna Bełz,2023,False,568,42,10
978-1-4649-4970-8,3,Zbyt włożyć,3,pan Sebastian Kutera,1959,False,532,34,10
978-1-875436-80-4,2,Wypowiedź w formie rozmowa liść mięso pierwiastek chemiczny,4,Malwina Piwowarek,1988,True,177,17,7
978-1-243-54287-8,2,Odbywać Się urządzenie nieść czyli !,5,Filip Pituła,1996,False,340,25,5
978-0-515-07954-8,2,Kontynent zamiar papież pisarz niedziela mój,1,Marika Kraszkiewicz,2017,False,815,47,7
978-1-257-43459-6,3,Opowiadać hasło dodać pozycja król dźwięk fala,5,pani Marianna Stój,1975,True,720,5,2
978-1-08-317214-3,1,Dolina wspomnienie majątek koza 8 teatr szary umożliwiać rodzinny żyć,,Klara Ratka,2002,False,123,27,2
978-1-192-98757-7,3,Pasek polski wola żywy,,Ignacy Malcherek,1966,False,171,3,6
978-1-05-151447-0,2,Kiedyś początek strój złoto trwały,2,Kazimierz Foit,2009,True,600,9,8
978-0-8140-1467-7,3,Panna poprzedni wiedzieć,1,Damian Karalus,1997,False,414,22,5
978-0-13-915839-1,1,Rodowity szary wieś,3,Aniela Tórz,2009,True,748,44,2
978-1-85472-537-0,1,Jedenaście przedmiot poprzedni herbata kupić dłoń historyczny kosztować piątek Anglia,1,Julian Kryszczuk,2008,False,577,13,9
978-0-600-47458-6,3,Rozumieć polityczny okoliczność rasa jakiś bieg znosić,5,Marianna Przewoźnik,1953,False,898,27,1
978-0-902919-75-4,3,Gotowy ulica wierny uczyć się,,Kamila Ośko,2014,True,341,38,10
978-0-590-11609-1,3,Aby państwo,,Kornelia Konieczek,1972,True,294,18,9
978-0-309-33957-5,1,Pozostać opowiadać władza dziedzina,4,Klara Solis,1959,False,156,43,8
978-1-895541-87-8,2,Zupełnie wspólnota odwaga wykonać katastrofa,,pan Fryderyk Judek,1988,False,341,7,1
978-0-518-74704-8,3,Karta trzeba reakcja prasa 10 rodowity tutaj planeta,,Agnieszka Dzidek,1974,True,180,30,7
978-1-09-251100-1,2,Między w ciągu,1,pani Malwina Pyziak,2010,True,809,42,3
978-1-57452-127-6,1,Tytoń skutek,,Alex Gierek,2025,False,556,7,4
978-1-82746-129-8,1,Ciemny godny więcej kilka,3,Malwina Watras,1952,False,594,33,7
978-1-62885-218-9,1,Sto polityk jakość,2,pan Gustaw Komperda,2015,False,397,24,1
978-0-661-53355-0,1,Teraz młody wóz stały związać widok,,Dawid Fornalik,2005,True,606,16,10
978-1-07-647782-8,3,Jezus Turcja fala jechać pomagać symbol babka,,Tola Doroba,2013,True,377,33,5
978-1-282-24370-5,3,Ptak ssak Afganistan Ukraina narzędzie pomagać,5,Kajetan Kluczyk,1979,True,748,8,10
978-1-59895-363-3,1,Rumunia ja Kościół ukraiński skutek korzystać ładny,3,Agnieszka Kuza,1971,True,,49,1
978-1-04-246909-3,1,Sylaba pora powstawać,4,Julianna Wożniak,1991,True,112,26,3
978-0-16-648034-2,2,Na Przykład pomagać temat działać zrozumieć,4,Mateusz Myk,2021,True,132,19,2
978-0-268-48100-1,2,Afganistan dziesięć produkcja,1,Marika Przewoźny,2022,True,575,38,7
978-1-79305-157-8,3,Mur lub psychiczny odmiana wziąć,4,Julita Antoń,1984,False,518,46,9
978-0-7154-8960-4,1,Widoczny treść twarz zmęczony wczoraj wyraz problem,4,pani Ida Leszkiewicz,2009,False,304,32,5
978-1-171-02250-3,1,Martwy ty sos nigdy duch,5,pani Julianna Andreasik,2015,False,488,35,4
978-1-881342-97-7,2,Wisieć pierwiastek chemiczny gęś choroba,,pani Anna Maria Duczmal,1984,True,529,10,4
978-1-952526-41-1,3,Babcia z krwi i kości wisieć tekst usuwać psychiczny złożony,1,Tadeusz Stempel,1987,False,510,23,5
978-1-206-37658-8,3,Włosy głos zmieniać głos mięsień,5,Tymon Wenda,1978,True,,39,4
978-0-404-23571-0,2,Oś anioł futro fragment,5,Olaf Portka,1956,True,865,49,9
978-1-61612-072-6,2,Dwanaście piwo ryż,4,pan Kajetan Roczniak,1983,True,112,23,3
978-1-68368-890-7,2,Ciepło telewizja typowy opieka zgromadzenie,4,Marianna Nytko,1975,True,252,37,6
978-0-16-086608-1,2,Mgła moment żaba krzesło czuć kierowca stać,4,pan Dominik Gorol,2002,True,433,50,2
978-0-245-83246-8,1,Studia czasem wykonać na zewnątrz zachowanie wymagać list otwór pole,1,pan Albert Buszko,1967,True,228,50,9
978-1-56157-281-6,3,Żołnierz w końcu bieda za pomocą,4,Kalina Wenzel,1980,False,895,37,4
978-0-7220-6594-5,2,Jaki fałszywy,,Krystyna Orwat,1973,False,395,49,7
978-0-7283-9708-8,3,Pytać mąż wesoły,3,Elżbieta Skutnik,2016,False,815,23,3
978-1-60715-645-1,2,Przychodzić sam dziób gatunek dokładnie,5,Cyprian Prejs,1978,False,818,30,7
978-1-09-130628-8,1,Tył Ukraina oni opłata nos republika kilka,2,Bruno Cogiel,1957,False,953,4,9
978-0-09-114254-4,3,Podróżować lecieć społeczeństwo,1,Bartek Rapa,1977,False,,50,8
978-1-122-86114-4,3,Norma pełny natura,2,Maciej Sydor,1972,True,,23,3
978-1-4965-9434-1,1,Zamek Egipt,5,Sara Stożek,1952,True,665,18,8
978-1-65097-075-2,3,Złodziej szybko kierować narodowość jadalny,1,pani Roksana Świergiel,1988,True,488,1,8
978-1-57142-140-1,1,Łąka robić włosy wąski modlitwa zachowanie,3,Olaf Bugla,1999,False,793,47,5
978-1-07-384566-8,2,Bycie armia włos kurs pewny rozpocząć,2,pani Krystyna Mateusiak,1985,False,620,13,5
978-0-04-817541-0,2,Pomagać zabawa przypominać sam ktoś pierwszy hasło pokonać,4,pan Cezary Oskroba,2016,True,796,5,2
978-1-61839-984-7,3,Niebo wydać,,Sonia Matulka,2024,False,878,22,10
978-1-923192-24-9,3,Poruszać czoło rosyjski narodowość muzeum,,Eliza Mrózek,1958,True,,8,4
978-1-163-10964-9,1,Powodować wąski dar świadczyć,2,Witold Kopij,2010,True,444,8,4
978-1-01-782288-5,2,Piłka przypadek upadek cały strefa,1,Kamila Sobków,1961,True,,43,10
978-0-08-436585-1,1,Sylaba lis naj-,3,pani Elżbieta Maziarczyk,1953,False,355,20,3
978-1-72079-447-9,1,Pozostać rzeczywistość powstawać,1,Oskar Melcer,1955,True,696,37,1
978-0-533-94698-3,3,Wątpliwość powierzchnia zamykać lista taki mgła pytanie seksualny,3,Grzegorz Kamyszek,2000,False,,22,7
978-1-67868-317-7,1,Sportowy mieszkać Rosja,,Gaja Pyrz,1951,True,187,3,1
978-1-5066-6910-6,1,Sześć w końcu odmiana,,Nikodem Nazarko,1966,True,278,27,1
978-0-18-143021-6,3,Piłka parlament jeżeli ząb,1,Łukasz Patora,1997,True,247,36,9
978-0-225-38966-1,3,Kolej trwać padać straszny próba Europa wczoraj trochę,3,Aurelia Ziętal,2017,True,445,37,3
978-0-8316-3674-6,1,Badać tłumaczyć dlatego spokój ucho,2,pan Dawid Grunt,2010,True,932,46,2
978-0-7114-9175-5,1,Terytorium mieszkanie kontynent robota stawać się,,Róża Waluk,1991,False,404,37,5
978-0-615-06408-6,2,Stawiać powierzchnia cesarz biskup przypominać pszczoła węgiel górski pojęcie,,Emil Sojda,1985,True,195,9,4
978-0-10-083244-2,3,Paliwo związać słuchać mieszkanka,,pani Liwia Antoń,2023,False,141,48,4
978-0-08-776183-4,1,Jabłko pracownik deska granica,,Albert Mateńko,1952,True,363,5,1
978-1-08-195313-3,1,Dokładnie koza głos,5,Dagmara Dumała,1995,True,315,11,5
978-0-472-79503-1,2,Sieć słuchać pogoda alkoholowy mapa,1,Kornel Pyza,1951,True,881,49,8
978-1-945266-48-5,1,Farba lud Litwa,2,Natasza Fołta,2009,False,184,39,1
978-1-55569-632-0,1,Aktywny telewizyjny opuścić danie panować chleb,5,Albert Cichos,1965,True,167,9,2
978-1-261-74314-1,3,Zaufanie suchy męski artysta student pomarańczowy,3,Stanisław Kosałka,2018,False,964,50,1
978-1-218-48114-0,1,Koza wysiłek chleb zboże,5,Sara Buczko,1998,False,365,4,2
978-1-62457-307-1,3,Znak policja tworzyć,2,Urszula Romejko,1988,False,899,12,6
978-0-407-28156-1,1,Pełen,3,Kamil Karpik,1956,False,526,45,10
978-1-00-852262-6,3,Zmienić pierwszy prawy ojciec mebel masło fotografia umieszczać,3,Maksymilian Araszkiewicz,1988,False,230,28,10
978-1-71429-229-5,2,Gazeta Turcja suchy Indie zmarły pałac,,Elżbieta Delekta,1992,False,996,15,3
